dcterms:identifier,rico:hasOrHadPhysicalLocation,bibo:authorListOS,bibo:authorListURI,bibo:authorListTXT,dcterms:title,bibo:edition ,bibo:issue,dcterms:createdRAW,dcterms:createdINT,dcterms:format,bibo:editor,bibo:numVolumes,dcterms:description
BIB01797,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb11888041v Amédée Achard,,La toison d’or,3e édition,,1875,,"In-12, 434p. Broché","Michel Lévy frères, éditeurs, rue Auber, 3, place de l’Opéra, librairie nouvelle, place des Italiens, 15, au coin de la rue de Grammont, Paris",,
BIB01798,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb11891105s Adolphe Belot,,"Deux femmes, l’habitude et le souvenir. La comtesse Emma",7e édition,,1875,,"In-12, 304p. Broché","E. Dentu, éditeur, libraire de la Société des Gens de Lettres, Palais Royal, 17 et 19, galerie d’Orléans, Paris",,
BIB01799,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb11914162v Hector Malot,,La belle Mme Donis,3e édition,,1873,,"In-12, 386p. + catalogue : 36p. Broché","Michel Lévy frères, éditeurs, rue Auber, 3, place de l’Opéra, librairie nouvelle, place des Italiens, 15, au coin de la rue de Grammont, Paris",,
BIB01800,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb12994550r Jules Noriac,,La vie en détail. Le 101e régiment,41e édition,,1870,,"In-12, 272p. Broché","Michel Lévy frères, libraires-éditeurs, rue Vivienne, 2 bis, et boulevard des italiens, 15, à la librairie nouvelle, Paris",,
BIB01801,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb12525359d Comte D’hérisson,,Journal d’un officier d’ordonnance (juillet 1870-février 1871),11e édition,,1885,,"In-12, 384p. Broché","Paul Ollendorff, éditeur, 28 bis rue de Richelieu, Paris",,
BIB01802,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb124433088 Mario Uchard,,Le mariage de Gertrude,,,,,"In-12, très incomplet",page manquante,,"Broché, très incomplet"
BIB01803,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,,,Pêcheur d’Islande,,,,,"In-12, 320p., incomplet",page manquante,,"Broché, couverture manquante, incomplet"
BIB01804,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,,Edmond D’ Aiguy,Mada ou le dernier homme,,,1871,,"In-12, 272p. Broché","P. N. Josserand, libraire-éditeur, 3 place Bellecour, Lyon",,
BIB01805,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb124428448 Antonin Rondelet,,Un drame dans un omnibus suivi d’autres nouvelles,,,,,"In-12, 304p. + catalogue : 16p. Broché","Librairie Adrien le Clere, Henri Le CLere, Reichel et Cie, Srs éditeurs de N. S. P. le Pape et de l’archevêque de Paris, rue Cassette, 29, près Saint-Sulpice, Paris",,
BIB01806,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,,Vicomte Walsh,Souvenirs de cinquante ans,,,,,"In-12, tome 1 :316p., tome 2 : 324p. Broché","librairie d’éducation , gérant : Amable Rigaud, éditeur, 33 quai des Augustins, Paris",,
BIB01807,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb119217024 Louis Reybaud,,Jérome Paturot à la recherche d’une position sociale [nouv. ed.],,,1873,,"In-12, 426p. Broché","Michel Lévy frères, éditeurs, rue Auber, 3, place de l’Opéra, librairie nouvelle, place des Italiens, 15, au coin de la rue de Grammont, Paris",,
BIB01808,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb11915671f Prosper Mérimée,,"page manquante, contient Colomba, La Vénus d’Ille, Les âmes du purgatoire, …",,,,,"In-12, 452p. + catalogue : 16p.","page manquante, librairie Charpentier et Cie?",,"Broché, incomplet"
BIB01809,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb11907808h Henry Houssaye,,"1814, Histoire de la Campagne de France et la Chute de l'Empire",32e édition,,1900,,"In-12, 652p. Broché","librairie académique Didier Perrin et Cie, libraires-éditeurs, 35, quai des Grands-Augustins, Paris",,
BIB01810,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb11888041v Amédée Achard,,La vipère,,,1873,,"In-12, 302p. Broché","Michel Lévy frères, éditeurs, rue Auber, 3, place de l’Opéra, librairie nouvelle, place des Italiens, 15, au coin de la rue de Grammont, Paris",,
BIB01811,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb119108008 Alphonse de Lamartine,,Graziella [nouv. ed.],,,1870,,"In-12, 180p. Broché","L. Hachette et Cie-Pagnerrre-Furne, Jouvet et Cie, Paris",,
BIB01812,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb122026734 Jean Grange,,Ville et village. Le bonheur d’un millionnaire,,,,,"In-12, 288p. Broché","librairie Ch. Blériot, éditeur, 55 quai des Grands-Augustins, Paris",,
BIB01813,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb12738004k Charles de Mazade,,L’Italie et les Italiens,,,1864,,"In-12, 372p. Broché","Calmann Lévy, éditeur, rue Auber, 3, et boulevard des Italiens, 15, à la librairie nouvelle, Paris",,
BIB01814,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb13487891z Joseph Montet,,De Paris aux Karpathes,,,1886,,"In-12, 148p. + catalogue : 8p. Broché","Librairie Hachette et Cie, 79 boulevard Saint-Germain, Paris",,
BIB01815,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb11897612w François Coppée,,Toute une jeunesse,13e édition,,1890,,"In-12, 322p. Broché","Alphonse Lemerre, éditeur, 23-31, passage Choiseul, Paris",,
BIB01816,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb11903788r Emile Gaboriau,,La clique dorée,,,1873,,"In-12, 564p.",page manquante,,"Broché, incomplet"
BIB01817,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb11915671f Prosper Mérimée,,Les deux héritages. L’inspecteur général. Les débuts d’un aventurier [nous. ed.],,,1866,,"In-12, 372p. Broché","Michel Lévy frères, libraires-éditeurs, rue Vivienne, 2 bis, et boulevard des italiens, 15, à la librairie nouvelle, Paris",,Ex-libris « Augustin Seguin » en couv.
BIB01818,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb11914162v Hector Malot,,Le lieutenant Bonnet [mention « septième mille »],,,1885,,"In-12, 386p. Broché","G. Charpentier et Cie, éditeurs, 13 rue de Grenelle, Paris",,
BIB01819,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,,Albert Delph,Mademoiselle de Bressier,19e édition,,1886,,"In-12, 402p. Broché","Paul Ollendorff, éditeur, 28 bis rue de Richelieu, Paris",,
BIB01820,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,,Albert Delph,Comme dans la vie. Un monde qui s’en va,20e édition,,1890,,"In-12, 392p. Broché","Paul Ollendorff, éditeur, 28 bis rue de Richelieu, Paris",,Ex-libris « 16e Seguin » en couv.
BIB01821,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb11893464m Paul Bourget,,Outre-Mer (notes sur l’Amérique). Tome second [mention « treizième mille »],,,1895,,"In-12, 332p. Broché","Alphonse Lemerre, éditeur, 23-31, passage Choiseul, New-York, 13 West, 24th street",,
BIB01822,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb11903788r Emile Gaboriau,,La dégringolade,2e édition,,1873,,"In-12, 574p. Broché","E. Dentu, éditeur, libraire de la Société des Gens de Lettres, Palais Royal, 17 et 19, galerie d’Orléans, Paris",,
BIB01823,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,,Jules Clarette,Monsieur le ministre. Roman parisien,27e édition,,1881,,"In-12, 484p. Broché","E. Dentu, éditeur, libraire de la Société des Gens de Lettres, Palais Royal, 15-17-19, galerie d’Orléans, Paris",,
BIB01824,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb127367924 Claire de Chandeneux,,Une fille laide,,,1878,,"In-12, 306p. Broché","E. Plon et Cie, imprimeurs-éditeurs, 10 rue Garangière, Paris",,couv. manquante
BIB01825,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,,Ingénieur en Chef des Ponts et Chaussées Em. Malezieux,Souvenirs d’une mission aux Etats-Unis d’Amérique. Atlas,,,1874,,"In-fol, 6 pl","Dunod, Editeur, Libraire des Corps des Ponts et Chaussées et des Mines, 49 quai des Augustins, Paris",,
BIB01826,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,http://ark.bnf.fr/ark:/12148/cb10636364b Albert Tissandier,,"Voyage d’exploration dans l’Utah et l’Arizona, Kanab et le plateau de Kaibab. Extrat du Tour du Monde, tome LI, n°1326, juin 1886",,,1885,,"In-fol, 16p. Broché","Tour du Monde, Paris",,
BIB01827,"Bibliothèque littéraire placards du bas, travée 7, étagère 7",,,Lieutenant-colonel Thomas,Guerre de 1870-1871. Campagne de la garde mobile de l’Ardèche en Normandie,,,1872,,"In-8, 94p.","imprimerie de A. Herbin, Largentière",,"Relié, dos chagrin noir, plats carton"
BIB01828,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,D. Nisard,Études de moeurs et de critique sur les poètes latins de la décadence. Tome premier,3e édition,,1867,,"In-12, 476p. Broché","Librairie de L. Hachette et Cie, boulevard Saint-Germain, n°77, Paris",,étiquette d’inventaire Seguin Ainé
BIB01829,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Lewis Wallace;Ph. Mazoyer,Ben-Hur,,,1913,,"In-12, 692p. Broché","P. Lethielleux, libraire-éditeur, 10 rue Cassette, Paris",,
BIB01830,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11903788r Emile Gaboriau,,La corde au cou,5e édition,,1873,,"In-12, 490p. Broché","E. Dentu, éditeur, libraire de la Société des Gens de Lettres, Palais Royal, 17 et 19, galerie d’Orléans, Paris",,
BIB01831,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,J. Lucas Dubreton,Louis-Philippe,,,1938,,"In-12, 702p. Broché","Librairie Arthème Fayard, 18-20, rue du Saint-Gothard, Paris",,
BIB01832,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb125711008 Henri Baudrillart,,Histoire du luxe privé et public depuis l’Antiquité jusqu’à nos jours. Tome quatrième : le luxe dans les temps modernes,,,1880,,"In-8, 740p. Broché","Librairie Hachette et Cie, 79 boulevard Saint-Germain, Paris",,
BIB01833,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Marcelévost Pr,Cousine Laura. Moeurs de théâtre,,,,,"In-8, 128p. Broché","Arthème Fayard, éditeur, 78 boulevard Saint-Michel, Paris",,
BIB01834,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Marcelévost Pr,L’automne d’une femme,,,,,"In-8, 132p. Broché","Arthème Fayard, éditeur, 78 boulevard Saint-Michel, Paris",,
BIB01835,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb12037382r Paul Hervieu,,Flirt,,,,,"In-8, 128p. Broché","Arthème Fayard, éditeur, 78 boulevard Saint-Michel, Paris",,
BIB01836,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb118987232 Alphonse Daudet,,L’Evangéliste,,,,,"In-8, 126p. Broché","Arthème Fayard, éditeur, 78 boulevard Saint-Michel, Paris",,
BIB01837,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11886047f Gabriele d’Annunzio,G. Hérelle (trad),Episcopo et Cie,,,,,"In-8, 128p. Broché","Calmann Lévy, éditeurs, 3 rue Auber, Paris",,
BIB01838,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11904585d Madame de Genlis,,Les veillées du château. Tome second [nouv. ed. revue et corrigée],,,,,"In-12, 352p.","Didier, libraire-éditeur, quai des Augustins, 33, Paris",,"Reliure pleine toile, décor doré, tranches dorés ; « Varagnes » au contre-plat"
BIB01839,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Jeanne Marcel,L’école buissonnière,,,,,"In-12, 228p.",,,"Relié : dos chagrin, plat"
BIB01840,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,M. P. Larousse,Flore latine des dames et des gens du monde ou clef des citations latines que l’on rencontre fréquemment dans les ouvrages des écrivains français,,,,,"In-8, 518p. Broché","Larousse et Boyer, libraires-éditeurs, 49 rue Saint-André-des-Arts, Paris",,couv. manquante
BIB01841,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,,Le livre du centenaire du journal des débats (1789-1889),,,1889,,"In-4, 632p. Broché","Librairie Plon, E. Plon, Nourrit et Cie, imprimeurs-éditeurs, 10 rue Garancière, Paris",,
BIB01842,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,,Histoire de Jules César; Atlas. Cartes du tome premier,,,1865,,"In-fol., incomplet","Henri Pion, imprimeur-éditeur, 10 rue Garancière, Paris",,
BIB01843,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,,Histoire de Jules César; Atlas. Cartes du tome deuxième,,,1866,,"In-fol., incomplet","Henri Pion, imprimeur-éditeur, 10 rue Garancière, Paris",,
BIB01844,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Garnierès Pag,"Histoire de la révolution de 1848. Les finances de la République, Tome IV",,,,,"In-4, incomplet","Degorce-Cadot, libraire-éditeur, 37 rue Serpente, Paris",,incomplet
BIB01845,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,,Revue pour les jeunes filles,,"4e année (1898) : n°70 (20 avril), n°74 (20 juin), n°78 (20 aout)",,,In-8,"Armand Colin, éditeurs, Paris",3 volumes,
BIB01846,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,,A la mémoire du Professeur Ollier. Les funérailles. Inauguration des monuments à Lyon et aux Vans,,,1906,,"In-4, 164p. Broché","Imprimerie et lithographie de Jules Céas et fils, Valence",,
BIB01847,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Henry Chevalier,"Histoire de l’Europe et particulièrement de la France, du Ve siècle à la fin du XIIIe siècle",,,,,"In-4, 277p.",,,"Broché, couverture manquante"
BIB01848,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11923605c Jules Sandeau,,La roche aux Mouettes,,,,,"In-8, 204p. + catalogue : 8p. Broché","J. Hetzel et Cie, Editeurs, 18 rue Jacob, Paris",,"couverture manquante, tranches dorées"
BIB01849,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,J. Delafaye-Bréhier (mme),Les petits béarnais. leçons de morale pour la jeunesse,14e édition,,,,"In-4, 304p. Broché","Eugène Ardant et Cie, éditeurs, Limoges",,couv. manquante
BIB01850,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb32094778b Gabriel Faure,,Aux lacs italiens.,,,,,"In-fol, 4p.","J. Rey, éditeur, Grenoble",,2ex.
BIB01851,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb121092788 Gabriel Faure,,Aux lacs italiens.,,,,,"In-fol, 4p.","J. Rey, éditeur, Grenoble",,2ex.
BIB01852,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11902353r Gabriel Faure,,Aux lacs italiens.,,,,,"In-fol, 4p.","J. Rey, éditeur, Grenoble",,2ex.
BIB01853,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,,Le monde moderne. Revue mensuelle illustrée,,1895 : fév.,,,In-8,"Quantin, Editeur, 5 rue Saint-Benoit, Paris",,Mensuel
BIB01854,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11928016k Jules Verne,,"Autour de la Lune, suite de la Terre à la Lune",,,,,"In-4, 180p. Broché","J. Hetzel et Cie, Editeurs, 18 rue Jacob, Paris",,
BIB01855,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb118987232 Alphonse Daudet,,Contes choisis à l’usage de la jeunesse.,,,,,"In-4, 302p. Broché","J. Hetzel et Cie, Editeurs, 18 rue Jacob, Paris",,couv. manquante
BIB01856,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,S.a.,A la mémoire de Pierre Dupont,,,1899-04-30,,"In-4, 108p. Broché","A. Storck et Cie imprimeurs-éditeurs, Lyon",,
BIB01857,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb12108962k Hippolyte de Chavannes de La Giraudière,,Conquêtes en Asie par les Mogols et les Tartares sous Gengiskan et Tamerlan [nouv. ed.],,,1876,,"In-8, 240p. Broché","Alfred Mame et Fils, Editeurs, Tours",,
BIB01858,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,,Cours d’étude pour la mention des lettres,,,,,"In-12, 376p. Broché","page manquante, Paris",,incomplet
BIB01859,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Hélène-Jean Babin,Et Dieu dispose,,,,,"In-8, 128p. Broché","s.e., 5 rue Bayard, Paris",,
BIB01860,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,,"Association amicale des anciens élèves de l’école libre de l’immaculée conception Vaugirard-Paris. Compte-rendu, statues, liste des souscriptions",,,1868,,In-8,"Imprimerie Adrien le Clere, rue Cassette, 29, Paris",,Annuel
BIB01861,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Syndicat D’initiative du Vivarais,Le Vivarais. Livret-guide,,n°5,,,In-8,"Syndicat d’initiative du Vivarais, Vals-les-Bains",,
BIB01862,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb12185776n Louis Ducros,,La société française au XVIIIe siècle,,,1933,,"In-12, 392p. Broché","Librairie A. Hatier, 8 rue d’Assas, Paris",,
BIB01863,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb119001186 Charles Dickens,,Nicholas Nickleby,,,1883,,"In-12, 210p.","Librairie Ch. Delagrave, Paris",,Relié carton
BIB01864,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Bossuet,Discours sur l'histoire universelle [nouv. ed.],,,,,"In-12, 414p.","Dezobry, E. Magdeleine et Cie, lib.-éditeurs, rue des écoles, 78, près de l’Hôtel Cluny, quartier de la Sorbonne, Paris",,Relié carton ; note manuscrite au 2e contre-plat : « … le colonel ?Colonyon? a fait des vers français à Céline il les a lu au ?salon? »
BIB01865,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Erckmann-Chatrian,"Souvenirs d’un ancien chef de chantier à l’isthme de Suez, suivi de l’exilé",4e édition,,,,"In-12, 292p. Broché","J. Hetzel et Cie, Editeurs, 18 rue Jacob, Paris",,
BIB01866,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Petits Frères de Marie,Le guide de l’enfance ou premier livre de lecture courante à l’usage des écoles primaires,12e édition,,1891,,"In-12, 342p.","Librairie Générale Catholique et Classique, Em. Vitte, Directeur, imprimeur-libraire de l’Archevêché et des facultés catholiques, 3 place Bellecour et 30 rue de Condé, Lyon",,Relié carton
BIB01867,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb118930368 Ernest Bosc,,Isis dévoilée ou l’égyptologie sacrée,,,,,"In-12, 306p.","Chamuel & Cie, libraires-éditeurs, 29 sur de Trévise, Paris",,
BIB01868,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb124836125 Henri Lavedan,,La puce et Gredine ou les petits Locatis,,,1926,,"In-12, 256p.",Editions Pierre Lafitte,,Relié pleine toile + couv. papier
BIB01869,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,C. A. Dauban,Mémoires de Madame Roland,,,1864,,"In-8, 444p. Broché","Henri Plon, imprimeur-éditeur, 8 rue Garancière, Paris",,
BIB01870,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb12108126h Louis Boussenard,,L’Enfer de Glace. Roman d’aventures au Klondike,,,,,"In-12, 366p.","Librairie illustrée, Mongredien et Cie, Jules Tallandier, Succr, 8 rue Saint-Joseph (2e arr.)",,Broché
BIB01871,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Zénaïde Fleuriot (mme),En congé,3e édition,,1877,,"In-12, 262p.","Librairie Hachette et Cie, 79 boulevard Saint-Germain, Paris",,Relié pleine toile rouge et décor doré
BIB01872,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,,Le journal de la jeunesse. Nouveau recueil hebdomadaire,,1885 : Premier semestre (522e à 547e liv.),,,In-4,"Librairie Hachette et Cie, 79 boulevard Saint-Germain, Paris",,"Relié, dos chagrin, plats carton"
BIB01873,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Marcelévost Pr,L’heureux ménage,,,,,"In-4, 128p. Broché","Arthème Fayard, éditeur, 18-20 rue du Saint-Gothard, Paris",,
BIB01874,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb120904879 Abel Hermant,,Monsieur de Courpière marié,,,,,"In-4, 126p. Broché","Arthème Fayard, éditeur, 78 boulevard Saint-Michel, Paris",,
BIB01875,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb120904879 Abel Hermant,,Souvenirs du Vte de Courpière par un témoin,,,,,"In-4, 128p. Broché","Arthème Fayard, éditeur, 78 boulevard Saint-Michel, Paris",,
BIB01876,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Alexandre Dumas (fils),Affaire Clémenceau. Mémoire de l’accusé,4e édition,,1866,,"In-8, 354p. Broché","Michel Lévy frères, libraires-éditeurs, rue Vivienne, 2 bis, et boulevard des italiens, 15, à la librairie nouvelle, Paris",,
BIB01877,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11925725r Eugène Süe,,Mathilde. Mémoires d’une jeune femme,,,,,"In-4, 380p.","Librairie Charlieu frères et Huillery, 10 rue Git-le-Coeur, Huillery successeur, Paris",,Relié carton
BIB01878,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Gyp,Pervenche,,,,,"In-8, 80p. Broché","La renaissance du livre, 78 boulevard Saint-Michel, Paris",,
BIB01879,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11906848h Gabriel Hanotaux,,"Histoire de la France contemporaine (1871-1900), tome 1, le gouvernement de M. Thiers",2e édition,,,,"In-8, 640p. Broché","Ancienne librairie Furne, Compte & Cie, éditeurs, 5 rue Palatine (VIe), Paris",,
BIB01880,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb166132909 Gabriel Hanotaux,,"Histoire de la France contemporaine (1871-1900), tome 1, le gouvernement de M. Thiers",2e édition,,,,"In-8, 640p. Broché","Ancienne librairie Furne, Compte & Cie, éditeurs, 5 rue Palatine (VIe), Paris",,
BIB01881,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,J.-H. Rosny,La guerre anglo=boer. Histoire et récits d’après des documents officiels,,,,,"In-8, 716p. Broché","Editions de la Revue Blanche, 23 boulevard des Italiens, Paris",,
BIB01882,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Thomas Maiyne-Reid;A. Letellier,Bruin ou les casseurs d’ours,,,1865,,"In-12, 428p. Broché","Librairie de L. Hachette et Cie, boulevard Saint-Germain, n°77, Paris",,à surveiller
BIB01883,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,J. T. de Saint-Germain,Contes et légendes. Tome I,,,1876,,"In-12, 444p. Broché","Charpentier, libraires-éditeurs, 13, rue de Grenelle-Saint-Germain, Paris",,
BIB01884,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,E. Bontoux,"L’union générale : sa vie, sa mort, son programme",5e édition,,1888,,"In-12, 254p. Broché","nouvelle librairie parisienne Albert Savine, éditeur, 18 rue Drouot, Paris",,
BIB01885,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,A. Thiers,Histoire de Law,,,1858,,"In-12, 184p. Broché","edition Hetzel, Michel Lévy frères, libraires-éditeurs, rue Vivienne, 2 bis, Paris",,
BIB01886,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11916578t Charles Monselet,,Jean de la Réole,4e édition,,,,"In-12, 276p. Broché","A la librairie illustrée, 7 rue du Croissant, Paris",,
BIB01887,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Melchior de Vogüe (Vte),Heures d’histoire,,,,,"In-12, 364p. Broché","Armand Colin et Cie, éditeurs, 5 rue de Mézières, Paris",,
BIB01888,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11897612w François Coppée,,Pour la couronne,,,,,"In-12, 122p. Broché","Alphonse Lemerre, éditeur, 23-31, passage Choiseul, Paris",,
BIB01889,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Tony Révillon,La séparée,3e édition,,1874,,"In-12, 292p. Broché","E. Dentu, libraire-éditeur, Palais Royal, 17-19, galerie d’Orléans, Paris",,
BIB01890,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Société des Artistes Français Pour L’exposition des Beaux-arts de 1886,"Explication des ouvrages de peinture, sculpture, architecture, gravure et lithographie des artistes vivants exposés au Palais des Champs-Elysées le 1er mai 1886",2e édition,,1886,,"In-12, 464p.","Société d’imprimerie et librairie administratives et classiques Paul Dupont, 41 rue Jean-Jacques-Rousseau, Paris",,Relié pleine toile bordeaux
BIB01891,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,,La petite soeur,,,,,"In-12, 348p.",page manquante,,"Broché, couv. manquante"
BIB01892,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb12182552c Ernest Feydeau,,Fanny,,,1868,,"In-12, 256p. Broché","Amyot, libraire-éditeur, 8 rue de la Paix, Paris",,couv. manquante
BIB01893,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Claude Vignon,Elisabeth Verdier,,,1875,,"In-12, 362p. Broché","Michel Lévy frères, éditeurs, rue Auber, 3, place de l’Opéra, librairie nouvelle, place des Italiens, 15, au coin de la rue de Grammont, Paris",,
BIB01894,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb119006982 Maxime du Camp,,Les convulsions de Paris. Tome troisième : les sauvetages pendant la commune,5e édition,,1881,,"In-12, 376p. Broché","Librairie Hachette et Cie, 79 boulevard Saint-Germain, Paris",,couv. manquante
